customer_id,unit_price,is_promotion,holiday_name,weather_condition,customer_segment,product_id,customer_income,competitor_price,marketing_spend,product_name,lead_time,stock_level,supplier_delay,shelf_life,category,date_of_purchase,amount,quantity,location,year,month
6177,385.0,0,Black Friday,Cloudy,Low,798,73190.0,48.94,35273.74,Mobile,23,115,6,238,Electronics,2024-01-03,1284.08,2,San Francisco,2024,1
4490,464.07,0,Diwali,Cloudy,High,622,119597.0,10.87,48633.54,Mobile,4,781,6,349,Electronics,2024-01-03,2922.66,8,New York,2024,1
3882,191.53,0,Black Friday,Sunny,Low,314,90813.0,424.79,8639.09,Tablet,27,643,5,274,Grocery,2024-01-03,321.94,1,Chicago,2024,1
9691,400.83,0,None,Snowy,Low,771,34995.0,123.13,40241.14,Smartwatch,25,95,7,228,Fashion,2024-01-03,102.97,4,San Francisco,2024,1
8425,187.07,0,None,Rainy,Middle,519,105876.0,474.76,45392.1,Smartwatch,6,30,8,331,Fashion,2024-01-03,882.42,3,San Francisco,2024,1
9921,385.75,0,Diwali,Snowy,Middle,401,140773.0,426.22,45024.67,Smartwatch,8,705,6,271,Fashion,2024-01-03,2873.55,3,San Francisco,2024,1
4063,201.04,0,Black Friday,Sunny,Low,719,111633.0,352.02,21316.86,Smartwatch,9,906,2,55,Fashion,2024-01-03,1306.73,9,San Francisco,2024,1
9111,437.52,0,Christmas,Cloudy,High,844,115546.0,137.05,37453.04,TV,3,955,1,263,Fashion,2024-01-03,1595.75,5,Houston,2024,1
3041,476.98,1,Christmas,Cloudy,Middle,996,130142.0,332.37,35894.82,Smartwatch,1,323,7,173,Grocery,2024-01-03,4707.03,8,Chicago,2024,1
9960,27.77,1,New Year,Rainy,Middle,538,84693.0,377.18,7350.25,Smartwatch,25,745,3,261,Grocery,2024-01-03,4727.3,4,Chicago,2024,1
1135,152.11,0,Christmas,Snowy,Middle,714,38953.0,386.36,12807.22,Mobile,12,127,1,303,Home Appliance,2024-01-03,1723.53,2,New York,2024,1
3745,114.23,1,Black Friday,Sunny,Middle,819,30534.0,224.72,29028.52,Laptop,17,117,5,85,Grocery,2024-01-03,1538.8,1,Los Angeles,2024,1
9702,466.92,0,Christmas,Rainy,Low,803,50157.0,208.43,34504.36,Smartwatch,5,802,7,236,Home Appliance,2024-01-04,2466.59,8,New York,2024,1
2332,31.88,1,Christmas,Snowy,High,359,39446.0,45.39,44947.33,Smartwatch,10,899,6,189,Grocery,2024-01-04,4194.25,9,San Francisco,2024,1
4176,492.27,0,Christmas,Snowy,High,488,51349.0,224.36,5159.7,TV,1,683,1,315,Electronics,2024-01-04,833.2,5,Los Angeles,2024,1
2923,483.81,0,Christmas,Sunny,Low,696,89391.0,494.86,3093.14,Mobile,1,89,4,335,Fashion,2024-01-04,1715.48,6,Los Angeles,2024,1
9855,487.66,0,New Year,Snowy,Middle,597,71859.0,66.31,7738.72,Smartwatch,8,371,0,223,Fashion,2024-01-04,421.45,9,San Francisco,2024,1
3928,132.39,1,Diwali,Snowy,High,983,96384.0,317.21,1543.4,Tablet,23,932,1,156,Fashion,2024-01-04,4030.22,7,San Francisco,2024,1
8003,160.76,1,Black Friday,Cloudy,High,865,133212.0,213.26,12700.46,Laptop,2,244,5,27,Fashion,2024-01-04,3834.63,8,Houston,2024,1
4703,209.19,1,Christmas,Cloudy,Middle,951,58346.0,132.91,37466.59,Tablet,27,462,9,274,Fashion,2024-01-04,3471.1,4,New York,2024,1
8396,455.94,0,New Year,Rainy,High,477,123290.0,258.82,20719.53,Mobile,11,841,1,156,Fashion,2024-01-04,4000.94,3,New York,2024,1
1795,426.48,0,None,Rainy,Middle,533,45342.0,478.58,18249.05,Mobile,9,761,3,328,Home Appliance,2024-01-04,1699.39,7,Houston,2024,1
2941,99.97,0,New Year,Sunny,Middle,677,126563.0,419.03,7563.69,Smartwatch,20,568,8,98,Home Appliance,2024-01-04,3948.73,5,Chicago,2024,1
2069,457.21,0,New Year,Cloudy,Low,542,72076.0,284.42,22642.23,TV,15,917,0,122,Home Appliance,2024-01-04,1175.41,1,Houston,2024,1
5580,114.31,0,New Year,Rainy,High,556,115398.0,83.0,40928.65,TV,21,332,2,48,Fashion,2024-01-04,4089.7,8,Houston,2024,1
3064,418.8,0,Christmas,Rainy,Low,317,98620.0,266.25,34307.22,Smartwatch,5,771,2,18,Grocery,2024-01-04,565.01,9,Houston,2024,1
2422,403.26,0,New Year,Snowy,Middle,170,88502.0,242.51,18714.95,Smartwatch,11,95,2,32,Electronics,2024-01-04,553.72,9,Chicago,2024,1
6425,399.07,0,New Year,Cloudy,High,957,93397.0,135.46,11742.29,Mobile,24,999,8,122,Fashion,2024-01-04,1901.85,8,Houston,2024,1
6697,330.53,0,Black Friday,Snowy,Low,887,60015.0,340.97,16813.7,Mobile,22,496,1,57,Electronics,2024-01-04,1483.52,9,New York,2024,1
5024,175.33,0,Christmas,Cloudy,Low,514,112685.0,380.72,10071.12,Smartwatch,6,733,3,255,Fashion,2024-01-04,1930.69,9,Chicago,2024,1
5883,50.09,0,Black Friday,Rainy,High,677,108045.0,374.13,8612.71,Tablet,4,987,3,260,Grocery,2024-01-04,334.3,3,Los Angeles,2024,1
1090,100.86,0,Christmas,Rainy,Low,565,120548.0,277.62,24970.06,Smartwatch,21,482,3,298,Electronics,2024-01-04,1521.66,3,Houston,2024,1
5835,109.77,0,Diwali,Snowy,High,365,24455.0,423.33,42437.83,Mobile,4,435,0,15,Fashion,2024-01-04,1584.9,9,Chicago,2024,1
2735,153.75,0,Diwali,Rainy,Middle,593,140079.0,73.7,4872.1,Laptop,27,976,7,263,Fashion,2024-01-04,835.39,6,New York,2024,1
6981,164.87,0,None,Snowy,High,280,131400.0,109.46,10605.58,Tablet,19,771,7,105,Grocery,2024-01-04,1835.73,6,San Francisco,2024,1
9771,334.47,1,New Year,Rainy,Low,465,55626.0,244.06,16972.16,Laptop,2,98,4,36,Home Appliance,2024-01-04,427.57,3,Los Angeles,2024,1
1441,302.23,1,Black Friday,Rainy,High,227,105030.0,444.1,49528.78,Smartwatch,16,195,3,158,Electronics,2024-01-05,4137.75,5,Los Angeles,2024,1
6837,318.47,0,Black Friday,Cloudy,Low,825,133525.0,150.53,38931.65,Laptop,17,974,2,319,Home Appliance,2024-01-05,3135.98,7,Los Angeles,2024,1
7429,231.42,0,Christmas,Cloudy,Low,168,105834.0,158.3,27989.13,Smartwatch,14,250,8,229,Grocery,2024-01-05,2035.25,7,Houston,2024,1
9749,379.41,1,Christmas,Sunny,High,168,121474.0,30.53,16495.72,TV,14,433,8,200,Electronics,2024-01-05,3405.99,9,Houston,2024,1
2745,253.84,0,Christmas,Sunny,High,872,40289.0,313.54,27707.42,Smartwatch,21,820,1,91,Grocery,2024-01-05,3770.33,9,Houston,2024,1
3781,308.96,0,Christmas,Cloudy,Middle,677,96835.0,286.94,30217.95,TV,18,411,9,89,Electronics,2024-01-05,3258.85,2,San Francisco,2024,1
1481,370.15,0,Christmas,Cloudy,Middle,508,50714.0,489.02,10365.29,Smartwatch,5,286,6,33,Electronics,2024-01-05,1817.84,3,San Francisco,2024,1
7922,56.19,0,Black Friday,Sunny,Low,792,79791.0,207.46,17667.89,Tablet,13,19,2,43,Home Appliance,2024-01-05,56.58,5,Houston,2024,1
5948,12.92,0,Black Friday,Sunny,High,403,88752.0,377.33,18088.02,Laptop,27,654,8,44,Electronics,2024-01-05,3915.64,3,Houston,2024,1
5714,459.25,0,Diwali,Sunny,High,767,125168.0,486.71,22188.9,TV,27,278,3,209,Grocery,2024-01-05,296.2,1,New York,2024,1
3904,348.42,1,Black Friday,Cloudy,High,655,146596.0,322.18,43192.31,Smartwatch,23,355,0,347,Fashion,2024-01-05,3203.85,5,San Francisco,2024,1
3570,361.41,0,Christmas,Rainy,Low,826,65979.0,171.11,35282.13,Smartwatch,10,322,7,359,Grocery,2024-01-05,1586.21,2,Houston,2024,1
9344,370.06,0,New Year,Sunny,Middle,415,62536.0,152.99,36878.01,TV,22,981,9,282,Fashion,2024-01-05,4132.22,3,Houston,2024,1
8762,370.73,0,New Year,Snowy,High,777,71042.0,203.09,19801.66,TV,23,388,7,74,Home Appliance,2024-01-05,1145.56,5,New York,2024,1
4305,208.89,0,None,Snowy,Low,526,145057.0,43.31,33702.34,Laptop,16,256,7,281,Grocery,2024-01-05,16.09,4,Houston,2024,1
5783,179.1,0,Diwali,Rainy,Middle,247,99585.0,91.01,26527.36,Laptop,5,888,0,333,Grocery,2024-01-05,2421.45,3,Chicago,2024,1
7675,395.66,0,Black Friday,Rainy,High,813,121465.0,335.93,38963.58,Tablet,9,247,7,93,Home Appliance,2024-01-05,816.04,2,Chicago,2024,1
9207,286.13,0,Christmas,Rainy,Low,488,89809.0,315.83,18548.77,Tablet,16,281,7,285,Electronics,2024-01-05,3039.11,3,Los Angeles,2024,1
3485,414.24,0,Diwali,Snowy,Low,569,42902.0,318.44,25671.91,Smartwatch,7,996,2,79,Grocery,2024-01-05,2993.53,1,San Francisco,2024,1
9375,353.52,1,New Year,Cloudy,Low,647,93376.0,264.5,38329.25,Mobile,3,247,5,151,Home Appliance,2024-01-05,4457.32,8,Houston,2024,1
8432,381.92,1,New Year,Sunny,Middle,354,74622.0,369.16,47201.31,Mobile,27,583,6,193,Fashion,2024-01-05,1855.61,4,Los Angeles,2024,1
7585,332.28,1,Diwali,Snowy,Low,644,72513.0,442.97,12188.69,Mobile,14,30,1,47,Home Appliance,2024-01-05,1830.35,8,Houston,2024,1
6141,374.65,0,Christmas,Cloudy,Low,937,125525.0,301.39,17244.66,Smartwatch,26,959,3,244,Electronics,2024-01-05,3743.06,2,New York,2024,1
3619,328.74,0,Christmas,Cloudy,Low,323,39983.0,280.87,41063.36,Mobile,23,879,8,129,Home Appliance,2024-01-05,18.6,6,New York,2024,1
5324,434.8,0,New Year,Sunny,High,952,131861.0,171.54,23248.06,TV,21,703,0,44,Fashion,2024-01-06,1947.67,2,Chicago,2024,1
6589,171.38,0,Christmas,Cloudy,Middle,695,129906.0,457.0,16035.29,TV,11,716,7,154,Electronics,2024-01-06,2083.89,5,New York,2024,1
9975,121.39,0,Diwali,Sunny,Low,779,70772.0,336.22,3247.65,Tablet,2,755,4,53,Fashion,2024-01-06,1252.41,6,New York,2024,1
8644,467.27,0,Christmas,Rainy,Middle,901,92968.0,15.36,32428.69,Tablet,17,9,6,295,Grocery,2024-01-06,4804.59,9,New York,2024,1
4934,342.85,0,New Year,Sunny,High,148,60430.0,45.65,21828.84,Tablet,14,181,6,62,Electronics,2024-01-06,4592.55,2,San Francisco,2024,1
6193,70.15,1,Diwali,Sunny,Middle,449,115322.0,303.37,33038.87,Mobile,20,856,6,338,Electronics,2024-01-06,98.4,4,Houston,2024,1
4989,200.13,1,New Year,Cloudy,Low,867,41772.0,263.47,11786.96,Tablet,10,414,5,191,Electronics,2024-01-06,1211.54,4,New York,2024,1
4626,136.75,0,Diwali,Rainy,High,204,112319.0,285.83,49686.98,TV,16,29,3,252,Home Appliance,2024-01-06,1409.24,1,New York,2024,1
5971,23.04,0,Black Friday,Rainy,Low,926,112608.0,468.74,20707.5,Tablet,29,114,2,114,Grocery,2024-01-06,4539.48,7,Chicago,2024,1
3576,259.16,1,None,Snowy,Low,180,146321.0,93.39,46637.83,Laptop,18,775,2,251,Home Appliance,2024-01-06,3979.6,8,New York,2024,1
7345,494.69,0,Christmas,Sunny,Low,589,105890.0,399.45,30628.07,Smartwatch,26,722,4,352,Grocery,2024-01-06,540.19,1,New York,2024,1
4409,464.03,1,Black Friday,Sunny,Low,678,104391.0,69.6,38246.79,Mobile,15,554,4,239,Home Appliance,2024-01-06,2159.79,6,Chicago,2024,1
3968,272.31,0,New Year,Rainy,Low,599,58195.0,221.08,35927.44,Mobile,19,223,9,303,Electronics,2024-01-06,1163.75,5,San Francisco,2024,1
6768,129.39,0,None,Snowy,Middle,793,80218.0,262.31,13533.58,Mobile,28,724,2,135,Grocery,2024-01-06,4296.71,3,Houston,2024,1
6496,154.05,1,None,Sunny,Middle,512,54552.0,167.34,21456.04,Laptop,27,42,1,325,Grocery,2024-01-06,4342.21,1,Los Angeles,2024,1
8706,404.01,0,None,Sunny,High,342,112698.0,130.81,10790.19,Tablet,3,560,0,106,Grocery,2024-01-06,1345.08,8,Houston,2024,1
6812,19.39,0,None,Rainy,High,441,79399.0,27.99,2954.16,Smartwatch,29,363,4,18,Home Appliance,2024-01-06,3931.54,1,Houston,2024,1
8589,169.54,1,New Year,Rainy,Low,898,106784.0,450.75,46819.5,Mobile,9,982,8,231,Electronics,2024-01-06,1040.14,7,San Francisco,2024,1
5444,307.63,0,Black Friday,Sunny,Low,779,74679.0,152.92,42089.79,Mobile,6,201,5,295,Fashion,2024-01-06,3408.53,4,Los Angeles,2024,1
2303,384.43,0,New Year,Sunny,High,746,94642.0,198.43,32526.38,Smartwatch,17,644,4,331,Fashion,2024-01-06,1607.58,9,Houston,2024,1
6437,121.97,0,Diwali,Rainy,Middle,580,55338.0,354.67,2285.65,Tablet,18,120,4,46,Electronics,2024-01-06,2411.03,8,San Francisco,2024,1
9706,471.09,0,Diwali,Snowy,Low,800,35436.0,381.69,5726.6,Laptop,15,825,9,101,Fashion,2024-01-06,3421.07,6,San Francisco,2024,1
9883,397.24,0,None,Cloudy,High,354,36695.0,140.35,47110.98,Mobile,19,55,4,297,Home Appliance,2024-01-06,977.22,3,Houston,2024,1
1482,379.62,0,Black Friday,Sunny,Middle,879,61862.0,184.56,46610.03,Mobile,8,641,0,292,Home Appliance,2024-01-06,1793.21,8,Houston,2024,1
1333,185.93,0,Christmas,Snowy,Middle,163,47085.0,10.01,43682.43,Tablet,6,526,0,236,Home Appliance,2024-01-07,3127.84,9,Chicago,2024,1
5694,475.99,0,New Year,Rainy,Low,486,127960.0,239.25,6644.34,Laptop,6,496,5,181,Home Appliance,2024-01-07,4424.66,6,Los Angeles,2024,1
9930,225.77,0,None,Rainy,Middle,286,134069.0,285.22,41778.48,Laptop,2,395,7,127,Electronics,2024-01-07,1883.34,1,Los Angeles,2024,1
3655,286.32,0,New Year,Snowy,High,477,136790.0,477.55,40625.6,Laptop,27,5,2,30,Grocery,2024-01-07,4798.88,3,Chicago,2024,1
5887,243.31,0,None,Rainy,Middle,555,73171.0,330.58,25575.83,Tablet,8,765,1,349,Home Appliance,2024-01-07,4644.03,6,Los Angeles,2024,1
4105,335.44,0,None,Rainy,Low,601,108465.0,5.39,7903.85,Mobile,17,513,9,186,Grocery,2024-01-07,2412.58,2,New York,2024,1
4456,233.52,0,None,Rainy,High,636,84430.0,398.24,9038.7,TV,5,861,6,9,Fashion,2024-01-07,3201.73,5,Houston,2024,1
1164,312.45,0,Black Friday,Rainy,Low,871,62415.0,497.95,30978.76,TV,15,675,3,174,Electronics,2024-01-07,849.33,8,New York,2024,1
3898,483.27,0,Christmas,Rainy,High,855,125327.0,38.57,9300.87,TV,12,680,8,330,Electronics,2024-01-07,4918.52,5,Chicago,2024,1
6245,328.74,0,New Year,Snowy,Middle,807,88608.0,264.89,47887.67,Tablet,27,461,4,23,Electronics,2024-01-07,3253.31,1,Chicago,2024,1
8802,83.06,0,Christmas,Sunny,Low,245,36966.0,208.57,12864.06,Smartwatch,10,731,3,319,Electronics,2024-01-07,494.53,3,San Francisco,2024,1
6731,296.25,0,New Year,Sunny,Low,720,104216.0,245.42,22995.94,Tablet,21,377,4,239,Electronics,2024-01-07,3064.38,8,San Francisco,2024,1
6020,479.93,0,None,Snowy,High,864,39355.0,250.95,16332.02,Smartwatch,28,548,8,24,Fashion,2024-01-07,4612.95,4,San Francisco,2024,1
3895,464.06,0,New Year,Snowy,High,376,53422.0,377.15,23931.72,Laptop,29,579,3,256,Grocery,2024-01-07,3727.14,7,Chicago,2024,1
6943,80.45,0,None,Cloudy,Low,365,98529.0,417.9,25607.55,Mobile,29,518,1,153,Grocery,2024-01-07,416.69,7,Los Angeles,2024,1
2605,46.05,0,Diwali,Rainy,Middle,615,131273.0,49.31,11149.48,Smartwatch,11,786,4,84,Electronics,2024-01-07,926.33,7,Los Angeles,2024,1
3521,90.92,1,None,Rainy,Low,556,122356.0,138.76,13177.61,Laptop,4,224,0,288,Home Appliance,2024-01-07,1949.63,7,Los Angeles,2024,1
7283,8.23,0,None,Sunny,Low,108,32861.0,11.26,14632.74,Smartwatch,20,78,4,228,Home Appliance,2024-01-07,605.73,3,San Francisco,2024,1
7124,390.74,1,New Year,Cloudy,Low,348,36807.0,152.42,34448.25,Mobile,11,414,3,265,Home Appliance,2024-01-07,2608.39,5,Houston,2024,1
5545,273.33,0,None,Snowy,High,105,71326.0,166.61,35206.53,TV,3,337,3,147,Home Appliance,2024-01-07,1374.28,4,New York,2024,1
2364,306.68,0,None,Sunny,Middle,866,114684.0,412.68,20137.06,Laptop,3,934,0,332,Fashion,2024-01-07,552.78,8,New York,2024,1
4980,213.97,0,None,Cloudy,High,208,108614.0,302.78,25038.1,Laptop,3,381,2,290,Electronics,2024-01-07,3118.25,7,New York,2024,1
5027,129.4,0,Diwali,Snowy,Middle,255,121237.0,6.41,37458.69,Mobile,7,173,7,131,Fashion,2024-01-07,1384.99,5,Houston,2024,1
8771,395.06,1,Black Friday,Rainy,High,943,28297.0,43.38,45258.8,Mobile,26,339,5,305,Grocery,2024-01-07,1731.91,3,Houston,2024,1
8518,282.34,0,Christmas,Sunny,High,351,102436.0,27.7,9574.95,Tablet,13,973,8,359,Electronics,2024-01-08,3472.79,5,Chicago,2024,1
8781,463.53,0,Diwali,Cloudy,Low,907,50571.0,463.31,22291.4,TV,2,769,5,291,Grocery,2024-01-08,2931.38,6,Houston,2024,1
5185,156.51,0,Diwali,Rainy,Middle,179,73813.0,208.52,4248.1,Tablet,10,659,4,66,Fashion,2024-01-08,2072.62,2,Chicago,2024,1
6800,61.27,1,None,Rainy,High,207,110570.0,190.99,6446.16,Tablet,1,61,5,286,Fashion,2024-01-08,340.51,8,Los Angeles,2024,1
2009,309.16,1,None,Sunny,High,852,131691.0,355.89,9752.62,Laptop,29,112,8,284,Home Appliance,2024-01-08,3819.77,5,New York,2024,1
